Ref_Date,GEO,OCC,Vector,Coordinate,Value
2011/06,Alberta,Sales and service occupations,v64593355,10.17,5630
2015/10,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,5620
2010/02,Alberta,Clerical occupations,v64593102,10.138,5610
2011/08,Alberta,"Business, finance and administrative occupations",v64593059,10.5,5610
2009/06,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,5590
2009/10,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,5580
2009/11,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,5580
2009/05,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,5560
2009/06,Alberta,Clerical occupations,v64593102,10.138,5560
2009/03,Alberta,Construction trades,v64593464,10.26,5550
2009/12,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,5550
2011/05,Alberta,"Business, finance and administrative occupations",v64593059,10.5,5550
2009/07,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,5520
2011/05,Alberta,Other trades occupations,v64593483,10.27,5510
2009/04,Alberta,Construction trades,v64593464,10.26,5500
2011/02,Alberta,Construction trades,v64593464,10.26,5490
2015/12,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,5490
2009/02,Alberta,Transport and equipment operators,v64593542,10.28,5480
2010/03,Alberta,Clerical occupations,v64593102,10.138,5480
2009/06,Alberta,Transport and equipment operators,v64593542,10.28,5470
2010/05,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,5470
2015/06,Alberta,Sales and service occupations,v64593355,10.17,5470
2010/10,Alberta,Other trades occupations,v64593483,10.27,5460
2010/01,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,5440
2014/02,Alberta,Other trades occupations,v64593483,10.27,5440
2008/07,Alberta,Sales and service occupations,v64593355,10.17,5430
2009/05,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,5430
2010/04,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,5420
2011/01,Alberta,Construction trades,v64593464,10.26,5410
2015/09,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,5400
2010/01,Alberta,Construction trades,v64593464,10.26,5370
2010/07,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,5370
2009/05,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,5360
2010/06,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,5360
2015/08,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,5360
2009/08,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,5350
2010/08,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,5330
2011/06,Alberta,"Business, finance and administrative occupations",v64593059,10.5,5320
2011/01,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,5310
2010/04,Alberta,Clerical occupations,v64593102,10.138,5290
2015/07,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,5280
2009/04,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,5270
2014/04,Alberta,Other trades occupations,v64593483,10.27,5270
2015/08,Alberta,Child care and home support workers,v64593417,10.22,5270
2015/08,Alberta,Child care and home support workers,v64593418,10.44,5270
2014/01,Alberta,Other trades occupations,v64593483,10.27,5250
2013/02,Alberta,Other trades occupations,v64593483,10.27,5240
2009/05,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,5220
2009/01,Alberta,Other trades occupations,v64593483,10.27,5210
2009/12,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,5210
2013/08,Alberta,"Business, finance and administrative occupations",v64593059,10.5,5210
2015/03,Alberta,"Business, finance and administrative occupations",v64593059,10.5,5190
2010/02,Alberta,Construction trades,v64593464,10.26,5180
2011/02,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,5180
2011/07,Alberta,"Business, finance and administrative occupations",v64593059,10.5,5140
2011/03,Alberta,Construction trades,v64593464,10.26,5130
2015/05,Alberta,Sales and service occupations,v64593355,10.17,5130
2011/01,Alberta,Transport and equipment operators,v64593542,10.28,5120
2010/09,Alberta,Other trades occupations,v64593483,10.27,5110
2015/02,Alberta,Transport and equipment operators,v64593542,10.28,5080
2009/05,Alberta,Occupations unique to primary industry,v64593578,10.3,5070
2009/09,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,5070
2011/06,Alberta,Other trades occupations,v64593483,10.27,5070
2015/06,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,5070
2010/05,Alberta,Clerical occupations,v64593102,10.138,5060
2014/08,Alberta,"Business, finance and administrative occupations",v64593059,10.5,5060
2011/02,Alberta,Transport and equipment operators,v64593542,10.28,5040
2011/11,Alberta,Sales and service occupations,v64593355,10.17,5040
2007/07,Alberta,Sales and service occupations,v64593355,10.17,5030
2012/08,Alberta,"Business, finance and administrative occupations",v64593059,10.5,5030
2005/07,Alberta,"Trades, transport and equipment operators and related occupations",v64593449,10.24,5000
2011/04,Alberta,Transport and equipment operators,v64593542,10.28,5000
2011/03,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,4990
2011/09,Alberta,Sales and service occupations,v64593355,10.17,4990
2013/07,Alberta,"Business, finance and administrative occupations",v64593059,10.5,4990
2014/12,Alberta,Other trades occupations,v64593483,10.27,4990
2009/05,Alberta,Clerical occupations,v64593102,10.138,4980
2009/02,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,4970
2010/07,Alberta,Clerical occupations,v64593102,10.138,4970
2010/08,Alberta,Clerical occupations,v64593102,10.138,4970
2011/12,Alberta,Sales and service occupations,v64593355,10.17,4970
2015/07,Alberta,Transport and equipment operators,v64593542,10.28,4970
2010/02,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,4960
2010/06,Alberta,Clerical occupations,v64593102,10.138,4960
2014/07,Alberta,"Business, finance and administrative occupations",v64593059,10.5,4960
2010/03,Alberta,Construction trades,v64593464,10.26,4950
2015/04,Alberta,Sales and service occupations,v64593355,10.17,4930
2009/04,Alberta,Trades helpers and labourers,v64593572,10.587,4920
2012/07,Alberta,"Business, finance and administrative occupations",v64593059,10.5,4920
2009/06,Alberta,Occupations unique to primary industry,v64593578,10.3,4910
2005/08,Alberta,"Trades, transport and equipment operators and related occupations",v64593449,10.24,4900
2012/01,Alberta,Sales and service occupations,v64593355,10.17,4900
2011/10,Alberta,Sales and service occupations,v64593355,10.17,4880
2015/12,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,4860
2011/03,Alberta,Transport and equipment operators,v64593542,10.28,4850
2009/06,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,4830
2010/05,Alberta,Transport and equipment operators,v64593542,10.28,4830
2009/04,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,4810
2010/08,Alberta,Child care and home support workers,v64593417,10.22,4810
2010/08,Alberta,Child care and home support workers,v64593418,10.44,4810
2013/01,Alberta,Other trades occupations,v64593483,10.27,4810
2009/04,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,4800
2009/03,Alberta,Trades helpers and labourers,v64593572,10.587,4790
2009/07,Alberta,Occupations unique to primary industry,v64593578,10.3,4790
2012/02,Alberta,Other trades occupations,v64593483,10.27,4790
2015/03,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,4790
2009/10,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,4780
2013/12,Alberta,Other trades occupations,v64593483,10.27,4780
2015/08,Alberta,Transport and equipment operators,v64593542,10.28,4780
2005/01,Alberta,Sales and service occupations,v64593355,10.17,4760
2010/01,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,4760
2010/02,Alberta,Trades helpers and labourers,v64593572,10.587,4760
2011/08,Alberta,Child care and home support workers,v64593417,10.22,4760
2011/08,Alberta,Child care and home support workers,v64593418,10.44,4760
2009/02,Alberta,Sales and service occupations,v64593355,10.17,4750
2009/02,Alberta,Construction trades,v64593464,10.26,4750
2010/09,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,4740
2013/04,Alberta,Other trades occupations,v64593483,10.27,4740
2005/07,Alberta,Sales and service occupations,v64593355,10.17,4730
2009/04,Alberta,Occupations unique to primary industry,v64593578,10.3,4730
2014/11,Alberta,Other trades occupations,v64593483,10.27,4730
2012/01,Alberta,Other trades occupations,v64593483,10.27,4720
2008/07,Alberta,"Trades, transport and equipment operators and related occupations",v64593449,10.24,4710
2009/11,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,4710
2015/11,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,4710
2007/07,Alberta,"Trades, transport and equipment operators and related occupations",v64593449,10.24,4690
2015/05,Alberta,Transport and equipment operators,v64593542,10.28,4690
2009/12,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,4680
2015/08,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,4680
2010/01,Alberta,Trades helpers and labourers,v64593572,10.587,4670
2010/03,Alberta,Trades helpers and labourers,v64593572,10.587,4660
2015/03,Alberta,Sales and service occupations,v64593355,10.17,4660
2014/03,Alberta,Other trades occupations,v64593483,10.27,4650
2012/02,Alberta,Sales and service occupations,v64593355,10.17,4640
2012/08,Alberta,Child care and home support workers,v64593417,10.22,4640
2012/08,Alberta,Child care and home support workers,v64593418,10.44,4640
2013/11,Alberta,Other trades occupations,v64593483,10.27,4640
2014/08,Alberta,Child care and home support workers,v64593417,10.22,4640
2014/08,Alberta,Child care and home support workers,v64593418,10.44,4640
2009/11,Alberta,Transport and equipment operators,v64593542,10.28,4620
2015/02,Alberta,"Business, finance and administrative occupations",v64593059,10.5,4610
2009/07,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,4600
2010/10,Alberta,"Clerical occupations, including supervisors",v64593094,10.8,4600
2011/04,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,4600
2009/05,Alberta,Construction trades,v64593464,10.26,4590
2013/06,Alberta,Other trades occupations,v64593483,10.27,4590
2015/04,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,4590
2015/05,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,4590
2010/02,Alberta,"Occupations unique to processing, manufacturing and utilities",v64593622,10.31,4580
2010/02,Alberta,Management occupations,v64592992,10.2,4570
2010/03,Alberta,Natural and applied sciences and related occupations,v64593137,10.9,4570
2011/04,Alberta,Construction trades,v64593464,10.26,4570
2014/06,Alberta,Other trades occupations,v64593483,10.27,4570
2005/02,Alberta,Sales and service occupations,v64593355,10.17,4560
2013/08,Alberta,Child care and home support workers,v64593417,10.22,4560
2013/08,Alberta,Child care and home support workers,v64593418,10.44,4560
2008/02,Alberta,Other trades occupations,v64593483,10.27,4550
2010/01,Alberta,Management occupations,v64592992,10.2,4540
2009/02,Alberta,"Business, finance and administrative occupations",v64593059,10.5,4530
